metric,district,school,group,year,value,yoy_change,pct_change,status_flag,enrollment
chronic_absenteeism,Milwaukee,Browning Elementary,Browning Elementary — All Students,2024-25,51.9,-12.4,-19.3,,241.0
chronic_absenteeism,Milwaukee,Bruce Elementary,Bruce Elementary — All Students,2018-19,36.0,,,,175.0
chronic_absenteeism,Milwaukee,Bruce Elementary,Bruce Elementary — All Students,2019-20,23.6,-12.4,-34.4,,161.0
chronic_absenteeism,Milwaukee,Bruce Elementary,Bruce Elementary — All Students,2020-21,30.5,6.9,29.2,,203.0
chronic_absenteeism,Milwaukee,Bruce Elementary,Bruce Elementary — All Students,2021-22,51.7,21.2,69.5,,176.0
chronic_absenteeism,Milwaukee,Bruce Elementary,Bruce Elementary — All Students,2022-23,29.5,-22.2,-42.9,,190.0
chronic_absenteeism,Milwaukee,Bruce Elementary,Bruce Elementary — All Students,2023-24,16.8,-12.7,-43.1,,185.0
chronic_absenteeism,Milwaukee,Bruce Elementary,Bruce Elementary — All Students,2024-25,33.7,16.9,100.6,,205.0
chronic_absenteeism,Milwaukee,Bryant Elementary,Bryant Elementary — All Students,2018-19,33.5,,,,182.0
chronic_absenteeism,Milwaukee,Bryant Elementary,Bryant Elementary — All Students,2019-20,31.4,-2.1,-6.3,,175.0
chronic_absenteeism,Milwaukee,Bryant Elementary,Bryant Elementary — All Students,2020-21,49.3,17.9,57.0,,203.0
chronic_absenteeism,Milwaukee,Bryant Elementary,Bryant Elementary — All Students,2021-22,60.7,11.4,23.1,,191.0
chronic_absenteeism,Milwaukee,Bryant Elementary,Bryant Elementary — All Students,2022-23,52.9,-7.8,-12.9,,170.0
chronic_absenteeism,Milwaukee,Bryant Elementary,Bryant Elementary — All Students,2023-24,46.6,-6.3,-11.9,,131.0
chronic_absenteeism,Milwaukee,Bryant Elementary,Bryant Elementary — All Students,2024-25,55.0,8.4,18.0,,180.0
chronic_absenteeism,Milwaukee,Burbank Elementary,Burbank Elementary — All Students,2018-19,21.8,,,,545.0
chronic_absenteeism,Milwaukee,Burbank Elementary,Burbank Elementary — All Students,2019-20,22.9,1.1,5.0,,555.0
chronic_absenteeism,Milwaukee,Burbank Elementary,Burbank Elementary — All Students,2020-21,30.2,7.3,31.9,,560.0
chronic_absenteeism,Milwaukee,Burbank Elementary,Burbank Elementary — All Students,2021-22,66.2,36.0,119.2,,479.0
chronic_absenteeism,Milwaukee,Burbank Elementary,Burbank Elementary — All Students,2022-23,36.5,-29.7,-44.9,,491.0
chronic_absenteeism,Milwaukee,Burbank Elementary,Burbank Elementary — All Students,2023-24,32.7,-3.8,-10.4,,490.0
chronic_absenteeism,Milwaukee,Burbank Elementary,Burbank Elementary — All Students,2024-25,39.7,7.0,21.4,,519.0
chronic_absenteeism,Milwaukee,Burdick Elementary,Burdick Elementary — All Students,2018-19,13.8,,,,587.0
chronic_absenteeism,Milwaukee,Burdick Elementary,Burdick Elementary — All Students,2019-20,12.6,-1.2,-8.7,,564.0
chronic_absenteeism,Milwaukee,Burdick Elementary,Burdick Elementary — All Students,2020-21,11.5,-1.1,-8.7,,537.0
chronic_absenteeism,Milwaukee,Burdick Elementary,Burdick Elementary — All Students,2021-22,30.1,18.6,161.7,,491.0
chronic_absenteeism,Milwaukee,Burdick Elementary,Burdick Elementary — All Students,2022-23,21.1,-9.0,-29.9,,473.0
chronic_absenteeism,Milwaukee,Burdick Elementary,Burdick Elementary — All Students,2023-24,18.0,-3.1,-14.7,,438.0
chronic_absenteeism,Milwaukee,Burdick Elementary,Burdick Elementary — All Students,2024-25,23.5,5.5,30.6,,464.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology South Campus,Carmen High School of Science and Technology South Campus — All Students,2018-19,5.8,,,,382.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology South Campus,Carmen High School of Science and Technology South Campus — All Students,2019-20,9.4,3.6,62.1,,363.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology South Campus,Carmen High School of Science and Technology South Campus — All Students,2020-21,12.9,3.5,37.2,,402.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology South Campus,Carmen High School of Science and Technology South Campus — All Students,2021-22,31.9,19.0,147.3,,373.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology South Campus,Carmen High School of Science and Technology South Campus — All Students,2022-23,28.9,-3.0,-9.4,,381.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology South Campus,Carmen High School of Science and Technology South Campus — All Students,2023-24,25.8,-3.1,-10.7,,395.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology South Campus,Carmen High School of Science and Technology South Campus — All Students,2024-25,25.5,-0.3,-1.2,,381.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology Southeast Campus,Carmen High School of Science and Technology Southeast Campus — All Students,2018-19,17.7,,,,541.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology Southeast Campus,Carmen High School of Science and Technology Southeast Campus — All Students,2019-20,21.8,4.1,23.2,,698.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology Southeast Campus,Carmen High School of Science and Technology Southeast Campus — All Students,2020-21,38.3,16.5,75.7,,767.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology Southeast Campus,Carmen High School of Science and Technology Southeast Campus — All Students,2021-22,54.2,15.9,41.5,,764.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology Southeast Campus,Carmen High School of Science and Technology Southeast Campus — All Students,2022-23,56.2,2.0,3.7,,701.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology Southeast Campus,Carmen High School of Science and Technology Southeast Campus — All Students,2023-24,53.7,-2.5,-4.4,,654.0
chronic_absenteeism,Milwaukee,Carmen High School of Science and Technology Southeast Campus,Carmen High School of Science and Technology Southeast Campus — All Students,2024-25,51.1,-2.6,-4.8,,667.0
chronic_absenteeism,Milwaukee,Carmen Middle School South,Carmen Middle School South — All Students,2018-19,0.0,,,,75.0
chronic_absenteeism,Milwaukee,Carmen Middle School South,Carmen Middle School South — All Students,2019-20,7.0,7.0,,,143.0
chronic_absenteeism,Milwaukee,Carmen Middle School South,Carmen Middle School South — All Students,2020-21,11.4,4.4,62.9,,201.0
chronic_absenteeism,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,Carmen Middle/High School of Science and Technology Northwest Campus — All Students,2018-19,17.0,,,,646.0
chronic_absenteeism,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,Carmen Middle/High School of Science and Technology Northwest Campus — All Students,2019-20,14.4,-2.6,-15.3,,637.0
chronic_absenteeism,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,Carmen Middle/High School of Science and Technology Northwest Campus — All Students,2020-21,37.6,23.2,161.1,,694.0
chronic_absenteeism,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,Carmen Middle/High School of Science and Technology Northwest Campus — All Students,2021-22,53.8,16.2,43.1,,632.0
chronic_absenteeism,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,Carmen Middle/High School of Science and Technology Northwest Campus — All Students,2022-23,63.0,9.2,17.1,,570.0
chronic_absenteeism,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,Carmen Middle/High School of Science and Technology Northwest Campus — All Students,2023-24,56.8,-6.2,-9.8,,549.0
chronic_absenteeism,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,Carmen Middle/High School of Science and Technology Northwest Campus — All Students,2024-25,56.5,-0.3,-0.5,,508.0
chronic_absenteeism,Milwaukee,Carson Academy,Carson Academy — All Students,2018-19,63.9,,,,407.0
chronic_absenteeism,Milwaukee,Carson Academy,Carson Academy — All Students,2019-20,65.0,1.1,1.7,,351.0
chronic_absenteeism,Milwaukee,Carson Academy,Carson Academy — All Students,2020-21,65.5,0.5,0.8,,368.0
chronic_absenteeism,Milwaukee,Carson Academy,Carson Academy — All Students,2021-22,80.2,14.7,22.4,,328.0
chronic_absenteeism,Milwaukee,Carson Academy,Carson Academy — All Students,2022-23,73.7,-6.5,-8.1,,304.0
chronic_absenteeism,Milwaukee,Carson Academy,Carson Academy — All Students,2023-24,69.9,-3.8,-5.2,,312.0
chronic_absenteeism,Milwaukee,Carson Academy,Carson Academy — All Students,2024-25,66.6,-3.3,-4.7,,290.0
chronic_absenteeism,Milwaukee,Carver Academy,Carver Academy — All Students,2018-19,46.3,,,,374.0
chronic_absenteeism,Milwaukee,Carver Academy,Carver Academy — All Students,2019-20,47.9,1.6,3.5,,403.0
chronic_absenteeism,Milwaukee,Carver Academy,Carver Academy — All Students,2020-21,22.5,-25.4,-53.0,,395.0
chronic_absenteeism,Milwaukee,Carver Academy,Carver Academy — All Students,2021-22,81.8,59.3,263.6,,324.0
chronic_absenteeism,Milwaukee,Carver Academy,Carver Academy — All Students,2022-23,69.2,-12.6,-15.4,,312.0
chronic_absenteeism,Milwaukee,Carver Academy,Carver Academy — All Students,2023-24,60.9,-8.3,-12.0,,281.0
chronic_absenteeism,Milwaukee,Carver Academy,Carver Academy — All Students,2024-25,53.4,-7.5,-12.3,,266.0
chronic_absenteeism,Milwaukee,Cass Street Elementary,Cass Street Elementary — All Students,2018-19,53.9,,,,380.0
chronic_absenteeism,Milwaukee,Cass Street Elementary,Cass Street Elementary — All Students,2019-20,40.0,-13.9,-25.8,,305.0
chronic_absenteeism,Milwaukee,Cass Street Elementary,Cass Street Elementary — All Students,2020-21,43.2,3.2,8.0,,301.0
chronic_absenteeism,Milwaukee,Cass Street Elementary,Cass Street Elementary — All Students,2021-22,61.0,17.8,41.2,,292.0
chronic_absenteeism,Milwaukee,Cass Street Elementary,Cass Street Elementary — All Students,2022-23,56.6,-4.4,-7.2,,272.0
chronic_absenteeism,Milwaukee,Cass Street Elementary,Cass Street Elementary — All Students,2023-24,59.9,3.3,5.8,,274.0
chronic_absenteeism,Milwaukee,Cass Street Elementary,Cass Street Elementary — All Students,2024-25,52.9,-7.0,-11.7,,276.0
chronic_absenteeism,Milwaukee,Clarke Street Elementary,Clarke Street Elementary — All Students,2018-19,62.3,,,,265.0
chronic_absenteeism,Milwaukee,Clarke Street Elementary,Clarke Street Elementary — All Students,2019-20,48.6,-13.7,-22.0,,222.0
chronic_absenteeism,Milwaukee,Clarke Street Elementary,Clarke Street Elementary — All Students,2020-21,77.3,28.7,59.1,,256.0
chronic_absenteeism,Milwaukee,Clarke Street Elementary,Clarke Street Elementary — All Students,2021-22,88.7,11.4,14.7,,231.0
chronic_absenteeism,Milwaukee,Clarke Street Elementary,Clarke Street Elementary — All Students,2022-23,78.5,-10.2,-11.5,,223.0
chronic_absenteeism,Milwaukee,Clarke Street Elementary,Clarke Street Elementary — All Students,2023-24,79.7,1.2,1.5,,222.0
chronic_absenteeism,Milwaukee,Clarke Street Elementary,Clarke Street Elementary — All Students,2024-25,68.1,-11.6,-14.6,,160.0
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2018-19,41.2,,,,306.0
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2019-20,35.6,-5.6,-13.6,,303.0
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2020-21,45.0,9.4,26.4,,291.0
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2021-22,66.4,21.4,47.6,,268.0
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2022-23,65.1,-1.3,-2.0,,281.0
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2023-24,61.9,-3.2,-4.9,,320.0
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2024-25,55.8,-6.1,-9.9,,301.0
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2018-19,15.2,,,,381.0
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2019-20,20.5,5.3,34.9,,342.0
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2020-21,19.8,-0.7,-3.4,,339.0
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2021-22,46.8,27.0,136.4,,284.0
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2022-23,37.4,-9.4,-20.1,,257.0
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2023-24,23.4,-14.0,-37.4,,248.0
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2024-25,22.1,-1.3,-5.6,,222.0
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2018-19,41.7,,,,578.0
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2019-20,33.6,-8.1,-19.4,,577.0
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2020-21,59.1,25.5,75.9,,604.0
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2021-22,69.4,10.3,17.4,,592.0
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2022-23,50.0,-19.4,-28.0,,546.0
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2023-24,57.3,7.3,14.6,,548.0
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2024-25,59.2,1.9,3.3,,547.0
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2018-19,9.1,,,,405.0
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2019-20,11.7,2.6,28.6,,420.0
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2020-21,7.7,-4.0,-34.2,,417.0
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2021-22,20.6,12.9,167.5,,393.0
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2022-23,19.6,-1.0,-4.9,,418.0
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2023-24,15.7,-3.9,-19.9,,407.0
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2024-25,9.4,-6.3,-40.1,,403.0
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2018-19,30.0,,,,243.0
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2019-20,23.2,-6.8,-22.7,,211.0
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2020-21,22.3,-0.9,-3.9,,206.0
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2021-22,48.6,26.3,117.9,,214.0
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2022-23,38.4,-10.2,-21.0,,203.0
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2023-24,21.8,-16.6,-43.2,,197.0
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2024-25,13.3,-8.5,-39.0,,188.0
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2018-19,22.0,,,,286.0
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2019-20,20.1,-1.9,-8.6,,293.0
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2020-21,17.5,-2.6,-12.9,,309.0
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2021-22,48.9,31.4,179.4,,278.0
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2022-23,42.4,-6.5,-13.3,,276.0
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2023-24,38.2,-4.2,-9.9,,262.0
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2024-25,36.3,-1.9,-5.0,,270.0
chronic_absenteeism,Milwaukee,Daniel Webster Secondary School,Daniel Webster Secondary School — All Students,2018-19,66.1,,,,168.0
chronic_absenteeism,Milwaukee,Daniels University Preparatory Academy,Daniels University Preparatory Academy — All Students,2018-19,60.6,,,,165.0
chronic_absenteeism,Milwaukee,Daniels University Preparatory Academy,Daniels University Preparatory Academy — All Students,2019-20,51.5,-9.1,-15.0,,171.0
chronic_absenteeism,Milwaukee,Daniels University Preparatory Academy,Daniels University Preparatory Academy — All Students,2020-21,80.8,29.3,56.9,,151.0
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2018-19,30.8,,,,561.0
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2019-20,25.4,-5.4,-17.5,,461.0
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2020-21,33.6,8.2,32.3,,506.0
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2021-22,61.1,27.5,81.8,,468.0
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2022-23,29.6,-31.5,-51.6,,452.0
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2023-24,30.6,1.0,3.4,,506.0
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2024-25,49.4,18.8,61.4,,545.0
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2018-19,29.1,,,,275.0
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2019-20,24.9,-4.2,-14.4,,261.0
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2020-21,44.0,19.1,76.7,,241.0
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2021-22,67.8,23.8,54.1,,255.0
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2022-23,53.8,-14.0,-20.6,,277.0
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2023-24,50.5,-3.3,-6.1,,281.0
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2024-25,46.6,-3.9,-7.7,,309.0
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2018-19,50.5,,,,317.0
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2019-20,35.8,-14.7,-29.1,,246.0
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2020-21,52.9,17.1,47.8,,225.0
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2021-22,77.6,24.7,46.7,,223.0
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2022-23,61.6,-16.0,-20.6,,276.0
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2023-24,60.5,-1.1,-1.8,,314.0
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2024-25,61.4,0.9,1.5,,316.0
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2018-19,33.0,,,,221.0
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2019-20,27.0,-6.0,-18.2,,196.0
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2020-21,53.4,26.4,97.8,,204.0
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2021-22,60.2,6.8,12.7,,201.0
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2022-23,55.5,-4.7,-7.8,,182.0
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2023-24,62.2,6.7,12.1,,196.0
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2024-25,57.1,-5.1,-8.2,,182.0
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2018-19,46.4,,,,267.0
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2019-20,41.5,-4.9,-10.6,,260.0
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2020-21,52.1,10.6,25.5,,282.0
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2021-22,66.1,14.0,26.9,,271.0
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2022-23,62.4,-3.7,-5.6,,274.0
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2023-24,53.8,-8.6,-13.8,,249.0
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2024-25,58.0,4.2,7.8,,255.0
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2018-19,13.8,,,,602.0
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2019-20,13.9,0.1,0.7,,584.0
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2020-21,16.0,2.1,15.1,,586.0
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2021-22,38.4,22.4,140.0,,549.0
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2022-23,35.3,-3.1,-8.1,,586.0
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2023-24,28.2,-7.1,-20.1,,563.0
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2024-25,24.5,-3.7,-13.1,,543.0
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2018-19,4.4,,,,635.0
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2019-20,4.7,0.3,6.8,,642.0
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2020-21,1.7,-3.0,-63.8,,629.0
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2021-22,10.6,8.9,523.5,,632.0
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2022-23,13.5,2.9,27.4,,624.0
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2023-24,9.6,-3.9,-28.9,,627.0
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2024-25,8.9,-0.7,-7.3,,652.0
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2018-19,44.9,,,,401.0
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2019-20,41.9,-3.0,-6.7,,365.0
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2020-21,57.4,15.5,37.0,,350.0
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2021-22,77.7,20.3,35.4,,305.0
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2022-23,70.6,-7.1,-9.1,,289.0
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2023-24,59.9,-10.7,-15.2,,309.0
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2024-25,58.1,-1.8,-3.0,,298.0
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2018-19,37.3,,,,531.0
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2019-20,29.9,-7.4,-19.8,,515.0
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2020-21,45.0,15.1,50.5,,535.0
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2021-22,49.7,4.7,10.4,,489.0
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2022-23,40.8,-8.9,-17.9,,458.0
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2023-24,30.9,-9.9,-24.3,,444.0
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2024-25,32.9,2.0,6.5,,465.0
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2018-19,48.0,,,,321.0
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2019-20,45.8,-2.2,-4.6,,323.0
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2020-21,50.6,4.8,10.5,,334.0
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2021-22,80.8,30.2,59.7,,328.0
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2022-23,68.9,-11.9,-14.7,,312.0
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2023-24,71.5,2.6,3.8,,298.0
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2024-25,67.4,-4.1,-5.7,,285.0
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2018-19,18.1,,,,392.0
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2019-20,25.3,7.2,39.8,,384.0
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2020-21,23.9,-1.4,-5.5,,355.0
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2021-22,43.5,19.6,82.0,,338.0
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2022-23,43.6,0.1,0.2,,351.0
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2023-24,41.0,-2.6,-6.0,,376.0
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2024-25,39.1,-1.9,-4.6,,409.0
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2018-19,49.5,,,,691.0
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2019-20,40.7,-8.8,-17.8,,668.0
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2020-21,31.8,-8.9,-21.9,,667.0
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2021-22,70.6,38.8,122.0,,605.0
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2022-23,64.2,-6.4,-9.1,,618.0
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2023-24,43.8,-20.4,-31.8,,644.0
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2024-25,34.7,-9.1,-20.8,,588.0
chronic_absenteeism,Milwaukee,Garland Elementary,Garland Elementary — All Students,2018-19,19.2,,,,556.0
chronic_absenteeism,Milwaukee,Garland Elementary,Garland Elementary — All Students,2019-20,14.4,-4.8,-25.0,,528.0
chronic_absenteeism,Milwaukee,Garland Elementary,Garland Elementary — All Students,2020-21,14.0,-0.4,-2.8,,513.0
chronic_absenteeism,Milwaukee,Garland Elementary,Garland Elementary — All Students,2021-22,28.8,14.8,105.7,,490.0
