metric,district,school,group,year,value,yoy_change,pct_change,status_flag
enrollment,Greendale,College Park Elementary,College Park Elementary — All Students,2020-21,256,-16.0,-5.882352941176472,
enrollment,Greendale,College Park Elementary,College Park Elementary — All Students,2021-22,265,9.0,3.515625,
enrollment,Greendale,College Park Elementary,College Park Elementary — All Students,2022-23,265,0.0,0.0,
enrollment,Greendale,College Park Elementary,College Park Elementary — All Students,2023-24,273,8.0,3.018867924528301,
enrollment,Greendale,College Park Elementary,College Park Elementary — All Students,2024-25,273,0.0,0.0,
enrollment,Greendale,Greendale High,Greendale High — All Students,2018-19,887,,,
enrollment,Greendale,Greendale High,Greendale High — All Students,2019-20,920,33.0,3.7204058624577208,
enrollment,Greendale,Greendale High,Greendale High — All Students,2020-21,945,25.0,2.717391304347827,
enrollment,Greendale,Greendale High,Greendale High — All Students,2021-22,948,3.0,0.31746031746031633,
enrollment,Greendale,Greendale High,Greendale High — All Students,2022-23,932,-16.0,-1.6877637130801704,
enrollment,Greendale,Greendale High,Greendale High — All Students,2023-24,909,-23.0,-2.467811158798283,
enrollment,Greendale,Greendale High,Greendale High — All Students,2024-25,882,-27.0,-2.970297029702973,
enrollment,Greendale,Greendale Middle,Greendale Middle — All Students,2018-19,640,,,
enrollment,Greendale,Greendale Middle,Greendale Middle — All Students,2019-20,655,15.0,2.34375,
enrollment,Greendale,Greendale Middle,Greendale Middle — All Students,2020-21,636,-19.0,-2.900763358778624,
enrollment,Greendale,Greendale Middle,Greendale Middle — All Students,2021-22,616,-20.0,-3.1446540880503138,
enrollment,Greendale,Greendale Middle,Greendale Middle — All Students,2022-23,621,5.0,0.8116883116883189,
enrollment,Greendale,Greendale Middle,Greendale Middle — All Students,2023-24,613,-8.0,-1.2882447665056307,
enrollment,Greendale,Greendale Middle,Greendale Middle — All Students,2024-25,617,4.0,0.6525285481239873,
enrollment,Greendale,Highland View Elementary,Highland View Elementary — All Students,2018-19,406,,,
enrollment,Greendale,Highland View Elementary,Highland View Elementary — All Students,2019-20,422,16.0,3.9408866995073843,
enrollment,Greendale,Highland View Elementary,Highland View Elementary — All Students,2020-21,378,-44.0,-10.426540284360186,
enrollment,Greendale,Highland View Elementary,Highland View Elementary — All Students,2021-22,377,-1.0,-0.2645502645502673,
enrollment,Greendale,Highland View Elementary,Highland View Elementary — All Students,2022-23,374,-3.0,-0.7957559681697646,
enrollment,Greendale,Highland View Elementary,Highland View Elementary — All Students,2023-24,379,5.0,1.3368983957219305,
enrollment,Greendale,Highland View Elementary,Highland View Elementary — All Students,2024-25,336,-43.0,-11.345646437994727,
enrollment,Greendale,Time 4 Learning Charter School,Time 4 Learning Charter School — All Students,2018-19,113,,,
enrollment,Greendale,Time 4 Learning Charter School,Time 4 Learning Charter School — All Students,2019-20,97,-16.0,-14.15929203539823,
enrollment,Greendale,Time 4 Learning Charter School,Time 4 Learning Charter School — All Students,2020-21,77,-20.0,-20.618556701030933,
enrollment,Greendale,Time 4 Learning Charter School,Time 4 Learning Charter School — All Students,2021-22,101,24.0,31.16883116883118,
enrollment,Greendale,Time 4 Learning Charter School,Time 4 Learning Charter School — All Students,2022-23,105,4.0,3.960396039603964,
enrollment,Greendale,Time 4 Learning Charter School,Time 4 Learning Charter School — All Students,2023-24,91,-14.0,-13.33333333333333,
enrollment,Greendale,Time 4 Learning Charter School,Time 4 Learning Charter School — All Students,2024-25,88,-3.0,-3.296703296703296,
enrollment,Greenfield,Edgewood Elementary,Edgewood Elementary — All Students,2018-19,333,,,
enrollment,Greenfield,Edgewood Elementary,Edgewood Elementary — All Students,2019-20,335,2.0,0.6006006006006093,
enrollment,Greenfield,Edgewood Elementary,Edgewood Elementary — All Students,2020-21,317,-18.0,-5.3731343283582085,
enrollment,Greenfield,Edgewood Elementary,Edgewood Elementary — All Students,2021-22,287,-30.0,-9.463722397476337,
enrollment,Greenfield,Edgewood Elementary,Edgewood Elementary — All Students,2022-23,314,27.0,9.40766550522647,
enrollment,Greenfield,Edgewood Elementary,Edgewood Elementary — All Students,2023-24,321,7.0,2.2292993630573354,
enrollment,Greenfield,Edgewood Elementary,Edgewood Elementary — All Students,2024-25,325,4.0,1.2461059190031154,
enrollment,Greenfield,Elm Dale Elementary,Elm Dale Elementary — All Students,2018-19,496,,,
enrollment,Greenfield,Elm Dale Elementary,Elm Dale Elementary — All Students,2019-20,481,-15.0,-3.0241935483870996,
enrollment,Greenfield,Elm Dale Elementary,Elm Dale Elementary — All Students,2020-21,458,-23.0,-4.781704781704777,
enrollment,Greenfield,Elm Dale Elementary,Elm Dale Elementary — All Students,2021-22,471,13.0,2.8384279475982543,
enrollment,Greenfield,Elm Dale Elementary,Elm Dale Elementary — All Students,2022-23,484,13.0,2.7600849256900206,
enrollment,Greenfield,Elm Dale Elementary,Elm Dale Elementary — All Students,2023-24,465,-19.0,-3.9256198347107474,
enrollment,Greenfield,Elm Dale Elementary,Elm Dale Elementary — All Students,2024-25,477,12.0,2.580645161290329,
enrollment,Greenfield,Glenwood Elementary,Glenwood Elementary — All Students,2018-19,347,,,
enrollment,Greenfield,Glenwood Elementary,Glenwood Elementary — All Students,2019-20,350,3.0,0.8645533141210304,
enrollment,Greenfield,Glenwood Elementary,Glenwood Elementary — All Students,2020-21,296,-54.0,-15.428571428571425,
enrollment,Greenfield,Glenwood Elementary,Glenwood Elementary — All Students,2021-22,306,10.0,3.378378378378377,
enrollment,Greenfield,Glenwood Elementary,Glenwood Elementary — All Students,2022-23,324,18.0,5.882352941176472,
enrollment,Greenfield,Glenwood Elementary,Glenwood Elementary — All Students,2023-24,317,-7.0,-2.1604938271604923,
enrollment,Greenfield,Glenwood Elementary,Glenwood Elementary — All Students,2024-25,307,-10.0,-3.154574132492116,
enrollment,Greenfield,Greenfield High,Greenfield High — All Students,2018-19,1143,,,
enrollment,Greenfield,Greenfield High,Greenfield High — All Students,2019-20,1185,42.0,3.6745406824147064,
enrollment,Greenfield,Greenfield High,Greenfield High — All Students,2020-21,1137,-48.0,-4.0506329113924044,
enrollment,Greenfield,Greenfield High,Greenfield High — All Students,2021-22,1135,-2.0,-0.17590149516271136,
enrollment,Greenfield,Greenfield High,Greenfield High — All Students,2022-23,1157,22.0,1.938325991189438,
enrollment,Greenfield,Greenfield High,Greenfield High — All Students,2023-24,1127,-30.0,-2.5929127052722545,
enrollment,Greenfield,Greenfield High,Greenfield High — All Students,2024-25,1140,13.0,1.1535048802129522,
enrollment,Greenfield,Greenfield Middle,Greenfield Middle — All Students,2018-19,764,,,
enrollment,Greenfield,Greenfield Middle,Greenfield Middle — All Students,2019-20,753,-11.0,-1.4397905759162333,
enrollment,Greenfield,Greenfield Middle,Greenfield Middle — All Students,2020-21,745,-8.0,-1.0624169986719778,
enrollment,Greenfield,Greenfield Middle,Greenfield Middle — All Students,2021-22,742,-3.0,-0.4026845637583931,
enrollment,Greenfield,Greenfield Middle,Greenfield Middle — All Students,2022-23,750,8.0,1.0781671159029615,
enrollment,Greenfield,Greenfield Middle,Greenfield Middle — All Students,2023-24,723,-27.0,-3.600000000000003,
enrollment,Greenfield,Greenfield Middle,Greenfield Middle — All Students,2024-25,704,-19.0,-2.627939142461966,
enrollment,Greenfield,Maple Grove Elementary,Maple Grove Elementary — All Students,2018-19,444,,,
enrollment,Greenfield,Maple Grove Elementary,Maple Grove Elementary — All Students,2019-20,448,4.0,0.9009009009008917,
enrollment,Greenfield,Maple Grove Elementary,Maple Grove Elementary — All Students,2020-21,414,-34.0,-7.58928571428571,
enrollment,Greenfield,Maple Grove Elementary,Maple Grove Elementary — All Students,2021-22,451,37.0,8.937198067632846,
enrollment,Greenfield,Maple Grove Elementary,Maple Grove Elementary — All Students,2022-23,464,13.0,2.882483370288247,
enrollment,Greenfield,Maple Grove Elementary,Maple Grove Elementary — All Students,2023-24,457,-7.0,-1.5086206896551713,
enrollment,Greenfield,Maple Grove Elementary,Maple Grove Elementary — All Students,2024-25,427,-30.0,-6.564551422319475,
enrollment,Maple Dale-Indian Hill,Indian Hill Elementary,Indian Hill Elementary — All Students,2018-19,178,,,No data after 2018-19
enrollment,Maple Dale-Indian Hill,Indian Hill School,Indian Hill School — All Students,2019-20,218,,,
enrollment,Maple Dale-Indian Hill,Indian Hill School,Indian Hill School — All Students,2020-21,212,-6.0,-2.752293577981646,
enrollment,Maple Dale-Indian Hill,Indian Hill School,Indian Hill School — All Students,2021-22,219,7.0,3.301886792452824,
enrollment,Maple Dale-Indian Hill,Indian Hill School,Indian Hill School — All Students,2022-23,223,4.0,1.82648401826484,
enrollment,Maple Dale-Indian Hill,Indian Hill School,Indian Hill School — All Students,2023-24,221,-2.0,-0.8968609865470878,
enrollment,Maple Dale-Indian Hill,Indian Hill School,Indian Hill School — All Students,2024-25,223,2.0,0.9049773755656076,
enrollment,Maple Dale-Indian Hill,Maple Dale Elementary,Maple Dale Elementary — All Students,2018-19,293,,,No data after 2018-19
enrollment,Maple Dale-Indian Hill,Maple Dale School,Maple Dale School — All Students,2019-20,239,,,
enrollment,Maple Dale-Indian Hill,Maple Dale School,Maple Dale School — All Students,2020-21,242,3.0,1.2552301255230214,
enrollment,Maple Dale-Indian Hill,Maple Dale School,Maple Dale School — All Students,2021-22,219,-23.0,-9.50413223140496,
enrollment,Maple Dale-Indian Hill,Maple Dale School,Maple Dale School — All Students,2022-23,219,0.0,0.0,
enrollment,Maple Dale-Indian Hill,Maple Dale School,Maple Dale School — All Students,2023-24,203,-16.0,-7.30593607305936,
enrollment,Maple Dale-Indian Hill,Maple Dale School,Maple Dale School — All Students,2024-25,224,21.0,10.344827586206895,
enrollment,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,ALBA - Academia de Lenguaje y Bellas Artes — All Students,2018-19,511,,,
enrollment,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,ALBA - Academia de Lenguaje y Bellas Artes — All Students,2019-20,539,28.0,5.47945205479452,
enrollment,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,ALBA - Academia de Lenguaje y Bellas Artes — All Students,2020-21,565,26.0,4.823747680890533,
enrollment,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,ALBA - Academia de Lenguaje y Bellas Artes — All Students,2021-22,568,3.0,0.5309734513274433,
enrollment,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,ALBA - Academia de Lenguaje y Bellas Artes — All Students,2022-23,595,27.0,4.753521126760574,
enrollment,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,ALBA - Academia de Lenguaje y Bellas Artes — All Students,2023-24,620,25.0,4.201680672268915,
enrollment,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,ALBA - Academia de Lenguaje y Bellas Artes — All Students,2024-25,593,-27.0,-4.354838709677422,
enrollment,Milwaukee,ASSATA High,ASSATA High — All Students,2018-19,95,,,
enrollment,Milwaukee,ASSATA High,ASSATA High — All Students,2019-20,92,-3.0,-3.157894736842104,
enrollment,Milwaukee,ASSATA High,ASSATA High — All Students,2020-21,102,10.0,10.869565217391308,
enrollment,Milwaukee,ASSATA High,ASSATA High — All Students,2021-22,95,-7.0,-6.8627450980392135,
enrollment,Milwaukee,ASSATA High,ASSATA High — All Students,2022-23,112,17.0,17.894736842105253,
enrollment,Milwaukee,ASSATA High,ASSATA High — All Students,2023-24,116,4.0,3.571428571428581,
enrollment,Milwaukee,ASSATA High,ASSATA High — All Students,2024-25,78,-38.0,-32.758620689655174,
enrollment,Milwaukee,Academy of Accelerated Learning,Academy of Accelerated Learning — All Students,2018-19,627,,,
enrollment,Milwaukee,Academy of Accelerated Learning,Academy of Accelerated Learning — All Students,2019-20,703,76.0,12.12121212121211,
enrollment,Milwaukee,Academy of Accelerated Learning,Academy of Accelerated Learning — All Students,2020-21,595,-108.0,-15.362731152204834,
enrollment,Milwaukee,Academy of Accelerated Learning,Academy of Accelerated Learning — All Students,2021-22,581,-14.0,-2.352941176470591,
enrollment,Milwaukee,Academy of Accelerated Learning,Academy of Accelerated Learning — All Students,2022-23,563,-18.0,-3.098106712564541,
enrollment,Milwaukee,Academy of Accelerated Learning,Academy of Accelerated Learning — All Students,2023-24,538,-25.0,-4.440497335701599,
enrollment,Milwaukee,Academy of Accelerated Learning,Academy of Accelerated Learning — All Students,2024-25,493,-45.0,-8.364312267657992,
enrollment,Milwaukee,Alcott Elementary,Alcott Elementary — All Students,2018-19,307,,,
enrollment,Milwaukee,Alcott Elementary,Alcott Elementary — All Students,2019-20,310,3.0,0.9771986970684043,
enrollment,Milwaukee,Alcott Elementary,Alcott Elementary — All Students,2020-21,275,-35.0,-11.290322580645162,
enrollment,Milwaukee,Alcott Elementary,Alcott Elementary — All Students,2021-22,248,-27.0,-9.818181818181815,
enrollment,Milwaukee,Alcott Elementary,Alcott Elementary — All Students,2022-23,293,45.0,18.145161290322577,
enrollment,Milwaukee,Alcott Elementary,Alcott Elementary — All Students,2023-24,268,-25.0,-8.532423208191132,
enrollment,Milwaukee,Alcott Elementary,Alcott Elementary — All Students,2024-25,264,-4.0,-1.4925373134328401,
enrollment,Milwaukee,Allen-Field Elementary,Allen-Field Elementary — All Students,2018-19,590,,,
enrollment,Milwaukee,Allen-Field Elementary,Allen-Field Elementary — All Students,2019-20,564,-26.0,-4.406779661016946,
enrollment,Milwaukee,Allen-Field Elementary,Allen-Field Elementary — All Students,2020-21,517,-47.0,-8.333333333333337,
enrollment,Milwaukee,Allen-Field Elementary,Allen-Field Elementary — All Students,2021-22,486,-31.0,-5.996131528046423,
enrollment,Milwaukee,Allen-Field Elementary,Allen-Field Elementary — All Students,2022-23,488,2.0,0.4115226337448652,
enrollment,Milwaukee,Allen-Field Elementary,Allen-Field Elementary — All Students,2023-24,474,-14.0,-2.868852459016391,
enrollment,Milwaukee,Allen-Field Elementary,Allen-Field Elementary — All Students,2024-25,451,-23.0,-4.8523206751054815,
enrollment,Milwaukee,Alliance School of Milwaukee,Alliance School of Milwaukee — All Students,2018-19,203,,,
