metric,dimension,group,district,school,year,value,share,status_flag
enrollment,Disability Status,SwD,Franklin Public,Franklin High,2019-20,110.0,0.0714,
enrollment,Disability Status,SwoD,Franklin Public,Franklin High,2019-20,1431.0,0.9286,
enrollment,Disability Status,SwD,Franklin Public,Franklin High,2020-21,109.0,0.0705,
enrollment,Disability Status,SwoD,Franklin Public,Franklin High,2020-21,1437.0,0.9295,
enrollment,Disability Status,SwD,Franklin Public,Franklin High,2021-22,114.0,0.0725,
enrollment,Disability Status,SwoD,Franklin Public,Franklin High,2021-22,1459.0,0.9275,
enrollment,Disability Status,SwD,Franklin Public,Franklin High,2022-23,114.0,0.0726,
enrollment,Disability Status,SwoD,Franklin Public,Franklin High,2022-23,1457.0,0.9274,
enrollment,Disability Status,SwD,Franklin Public,Franklin High,2023-24,119.0,0.0741,
enrollment,Disability Status,SwoD,Franklin Public,Franklin High,2023-24,1487.0,0.9259,
enrollment,Disability Status,SwD,Franklin Public,Franklin High,2024-25,122.0,0.076,
enrollment,Disability Status,SwoD,Franklin Public,Franklin High,2024-25,1483.0,0.924,
enrollment,Disability Status,SwD,Franklin Public,Milwaukee County Community Reintegration Center,2023-24,,,Suppressed (DPI privacy) — not zero
enrollment,Disability Status,SwoD,Franklin Public,Milwaukee County Community Reintegration Center,2023-24,,,Suppressed (DPI privacy) — not zero
enrollment,Disability Status,SwD,Franklin Public,Milwaukee County Community Reintegration Center,2024-25,12.0,0.3871,
enrollment,Disability Status,SwoD,Franklin Public,Milwaukee County Community Reintegration Center,2024-25,19.0,0.6129,
enrollment,Disability Status,SwD,Franklin Public,Milwaukee County Correctional Facility South,2018-19,32.0,0.7111,
enrollment,Disability Status,SwoD,Franklin Public,Milwaukee County Correctional Facility South,2018-19,13.0,0.2889,
enrollment,Disability Status,SwD,Franklin Public,Milwaukee County Correctional Facility South,2019-20,18.0,0.5294,
enrollment,Disability Status,SwoD,Franklin Public,Milwaukee County Correctional Facility South,2019-20,16.0,0.4706,
enrollment,Disability Status,SwD,Franklin Public,Milwaukee County Correctional Facility South,2020-21,9.0,0.6,
enrollment,Disability Status,SwoD,Franklin Public,Milwaukee County Correctional Facility South,2020-21,6.0,0.4,
enrollment,Disability Status,SwD,Franklin Public,Milwaukee County Correctional Facility South,2022-23,9.0,0.4737,
enrollment,Disability Status,SwoD,Franklin Public,Milwaukee County Correctional Facility South,2022-23,10.0,0.5263,
enrollment,Disability Status,SwD,Franklin Public,Pleasant View Elementary,2018-19,47.0,0.0985,
enrollment,Disability Status,SwoD,Franklin Public,Pleasant View Elementary,2018-19,430.0,0.9015,
enrollment,Disability Status,SwD,Franklin Public,Pleasant View Elementary,2019-20,47.0,0.1031,
enrollment,Disability Status,SwoD,Franklin Public,Pleasant View Elementary,2019-20,409.0,0.8969,
enrollment,Disability Status,SwD,Franklin Public,Pleasant View Elementary,2020-21,40.0,0.0901,
enrollment,Disability Status,SwoD,Franklin Public,Pleasant View Elementary,2020-21,404.0,0.9099,
enrollment,Disability Status,SwD,Franklin Public,Pleasant View Elementary,2021-22,40.0,0.0881,
enrollment,Disability Status,SwoD,Franklin Public,Pleasant View Elementary,2021-22,414.0,0.9119,
enrollment,Disability Status,SwD,Franklin Public,Pleasant View Elementary,2022-23,48.0,0.1067,
enrollment,Disability Status,SwoD,Franklin Public,Pleasant View Elementary,2022-23,402.0,0.8933,
enrollment,Disability Status,SwD,Franklin Public,Pleasant View Elementary,2023-24,45.0,0.1077,
enrollment,Disability Status,SwoD,Franklin Public,Pleasant View Elementary,2023-24,373.0,0.8923,
enrollment,Disability Status,SwD,Franklin Public,Pleasant View Elementary,2024-25,48.0,0.1137,
enrollment,Disability Status,SwoD,Franklin Public,Pleasant View Elementary,2024-25,374.0,0.8863,
enrollment,Disability Status,SwD,Franklin Public,Robinwood Elementary,2018-19,37.0,0.0675,
enrollment,Disability Status,SwoD,Franklin Public,Robinwood Elementary,2018-19,511.0,0.9325,
enrollment,Disability Status,SwD,Franklin Public,Robinwood Elementary,2019-20,38.0,0.0774,
enrollment,Disability Status,SwoD,Franklin Public,Robinwood Elementary,2019-20,453.0,0.9226,
enrollment,Disability Status,SwD,Franklin Public,Robinwood Elementary,2020-21,34.0,0.0769,
enrollment,Disability Status,SwoD,Franklin Public,Robinwood Elementary,2020-21,408.0,0.9231,
enrollment,Disability Status,SwD,Franklin Public,Robinwood Elementary,2021-22,50.0,0.105,
enrollment,Disability Status,SwoD,Franklin Public,Robinwood Elementary,2021-22,426.0,0.895,
enrollment,Disability Status,SwD,Franklin Public,Robinwood Elementary,2022-23,54.0,0.1161,
enrollment,Disability Status,SwoD,Franklin Public,Robinwood Elementary,2022-23,411.0,0.8839,
enrollment,Disability Status,SwD,Franklin Public,Robinwood Elementary,2023-24,57.0,0.1253,
enrollment,Disability Status,SwoD,Franklin Public,Robinwood Elementary,2023-24,398.0,0.8747,
enrollment,Disability Status,SwD,Franklin Public,Robinwood Elementary,2024-25,62.0,0.1419,
enrollment,Disability Status,SwoD,Franklin Public,Robinwood Elementary,2024-25,375.0,0.8581,
enrollment,Disability Status,SwD,Franklin Public,Southwood Glen Elementary,2018-19,39.0,0.1034,
enrollment,Disability Status,SwoD,Franklin Public,Southwood Glen Elementary,2018-19,338.0,0.8966,
enrollment,Disability Status,SwD,Franklin Public,Southwood Glen Elementary,2019-20,32.0,0.0936,
enrollment,Disability Status,SwoD,Franklin Public,Southwood Glen Elementary,2019-20,310.0,0.9064,
enrollment,Disability Status,SwD,Franklin Public,Southwood Glen Elementary,2020-21,33.0,0.0859,
enrollment,Disability Status,SwoD,Franklin Public,Southwood Glen Elementary,2020-21,351.0,0.9141,
enrollment,Disability Status,SwD,Franklin Public,Southwood Glen Elementary,2021-22,37.0,0.0954,
enrollment,Disability Status,SwoD,Franklin Public,Southwood Glen Elementary,2021-22,351.0,0.9046,
enrollment,Disability Status,SwD,Franklin Public,Southwood Glen Elementary,2022-23,37.0,0.0896,
enrollment,Disability Status,SwoD,Franklin Public,Southwood Glen Elementary,2022-23,376.0,0.9104,
enrollment,Disability Status,SwD,Franklin Public,Southwood Glen Elementary,2023-24,35.0,0.0886,
enrollment,Disability Status,SwoD,Franklin Public,Southwood Glen Elementary,2023-24,360.0,0.9114,
enrollment,Disability Status,SwD,Franklin Public,Southwood Glen Elementary,2024-25,28.0,0.0757,
enrollment,Disability Status,SwoD,Franklin Public,Southwood Glen Elementary,2024-25,342.0,0.9243,
enrollment,Disability Status,SwD,Glendale-River Hills,Glen Hills Middle,2018-19,78.0,0.1388,
enrollment,Disability Status,SwoD,Glendale-River Hills,Glen Hills Middle,2018-19,484.0,0.8612,
enrollment,Disability Status,SwD,Glendale-River Hills,Glen Hills Middle,2019-20,75.0,0.1384,
enrollment,Disability Status,SwoD,Glendale-River Hills,Glen Hills Middle,2019-20,467.0,0.8616,
enrollment,Disability Status,SwD,Glendale-River Hills,Glen Hills Middle,2020-21,71.0,0.1431,
enrollment,Disability Status,SwoD,Glendale-River Hills,Glen Hills Middle,2020-21,425.0,0.8569,
enrollment,Disability Status,SwD,Glendale-River Hills,Glen Hills Middle,2021-22,78.0,0.1573,
enrollment,Disability Status,SwoD,Glendale-River Hills,Glen Hills Middle,2021-22,418.0,0.8427,
enrollment,Disability Status,SwD,Glendale-River Hills,Glen Hills Middle,2022-23,78.0,0.1605,
enrollment,Disability Status,SwoD,Glendale-River Hills,Glen Hills Middle,2022-23,408.0,0.8395,
enrollment,Disability Status,SwD,Glendale-River Hills,Glen Hills Middle,2023-24,85.0,0.1742,
enrollment,Disability Status,SwoD,Glendale-River Hills,Glen Hills Middle,2023-24,403.0,0.8258,
enrollment,Disability Status,SwD,Glendale-River Hills,Glen Hills Middle,2024-25,82.0,0.1698,
enrollment,Disability Status,SwoD,Glendale-River Hills,Glen Hills Middle,2024-25,401.0,0.8302,
enrollment,Disability Status,SwD,Glendale-River Hills,Parkway Elementary,2018-19,81.0,0.161,
enrollment,Disability Status,SwoD,Glendale-River Hills,Parkway Elementary,2018-19,422.0,0.839,
enrollment,Disability Status,SwD,Glendale-River Hills,Parkway Elementary,2019-20,76.0,0.1532,
enrollment,Disability Status,SwoD,Glendale-River Hills,Parkway Elementary,2019-20,420.0,0.8468,
enrollment,Disability Status,SwD,Glendale-River Hills,Parkway Elementary,2020-21,76.0,0.1634,
enrollment,Disability Status,SwoD,Glendale-River Hills,Parkway Elementary,2020-21,389.0,0.8366,
enrollment,Disability Status,SwD,Glendale-River Hills,Parkway Elementary,2021-22,77.0,0.1667,
enrollment,Disability Status,SwoD,Glendale-River Hills,Parkway Elementary,2021-22,385.0,0.8333,
enrollment,Disability Status,SwD,Glendale-River Hills,Parkway Elementary,2022-23,80.0,0.1681,
enrollment,Disability Status,SwoD,Glendale-River Hills,Parkway Elementary,2022-23,396.0,0.8319,
enrollment,Disability Status,SwD,Glendale-River Hills,Parkway Elementary,2023-24,98.0,0.2063,
enrollment,Disability Status,SwoD,Glendale-River Hills,Parkway Elementary,2023-24,377.0,0.7937,
enrollment,Disability Status,SwD,Glendale-River Hills,Parkway Elementary,2024-25,93.0,0.1898,
enrollment,Disability Status,SwoD,Glendale-River Hills,Parkway Elementary,2024-25,397.0,0.8102,
enrollment,Disability Status,SwD,Greendale,Canterbury Elementary,2018-19,37.0,0.0976,
enrollment,Disability Status,SwoD,Greendale,Canterbury Elementary,2018-19,342.0,0.9024,
enrollment,Disability Status,SwD,Greendale,Canterbury Elementary,2019-20,42.0,0.112,
enrollment,Disability Status,SwoD,Greendale,Canterbury Elementary,2019-20,333.0,0.888,
enrollment,Disability Status,SwD,Greendale,Canterbury Elementary,2020-21,44.0,0.1176,
enrollment,Disability Status,SwoD,Greendale,Canterbury Elementary,2020-21,330.0,0.8824,
enrollment,Disability Status,SwD,Greendale,Canterbury Elementary,2021-22,52.0,0.1421,
enrollment,Disability Status,SwoD,Greendale,Canterbury Elementary,2021-22,314.0,0.8579,
enrollment,Disability Status,SwD,Greendale,Canterbury Elementary,2022-23,55.0,0.1499,
enrollment,Disability Status,SwoD,Greendale,Canterbury Elementary,2022-23,312.0,0.8501,
enrollment,Disability Status,SwD,Greendale,Canterbury Elementary,2023-24,42.0,0.1221,
enrollment,Disability Status,SwoD,Greendale,Canterbury Elementary,2023-24,302.0,0.8779,
enrollment,Disability Status,SwD,Greendale,Canterbury Elementary,2024-25,37.0,0.1057,
enrollment,Disability Status,SwoD,Greendale,Canterbury Elementary,2024-25,313.0,0.8943,
enrollment,Disability Status,SwD,Greendale,College Park Elementary,2018-19,33.0,0.1209,
enrollment,Disability Status,SwoD,Greendale,College Park Elementary,2018-19,240.0,0.8791,
enrollment,Disability Status,SwD,Greendale,College Park Elementary,2019-20,31.0,0.114,
enrollment,Disability Status,SwoD,Greendale,College Park Elementary,2019-20,241.0,0.886,
enrollment,Disability Status,SwD,Greendale,College Park Elementary,2020-21,30.0,0.1172,
enrollment,Disability Status,SwoD,Greendale,College Park Elementary,2020-21,226.0,0.8828,
enrollment,Disability Status,SwD,Greendale,College Park Elementary,2021-22,30.0,0.1132,
enrollment,Disability Status,SwoD,Greendale,College Park Elementary,2021-22,235.0,0.8868,
enrollment,Disability Status,SwD,Greendale,College Park Elementary,2022-23,39.0,0.1472,
enrollment,Disability Status,SwoD,Greendale,College Park Elementary,2022-23,226.0,0.8528,
enrollment,Disability Status,SwD,Greendale,College Park Elementary,2023-24,45.0,0.1648,
enrollment,Disability Status,SwoD,Greendale,College Park Elementary,2023-24,228.0,0.8352,
enrollment,Disability Status,SwD,Greendale,College Park Elementary,2024-25,46.0,0.1685,
enrollment,Disability Status,SwoD,Greendale,College Park Elementary,2024-25,227.0,0.8315,
enrollment,Disability Status,SwD,Greendale,Greendale High,2018-19,86.0,0.097,
enrollment,Disability Status,SwoD,Greendale,Greendale High,2018-19,801.0,0.903,
enrollment,Disability Status,SwD,Greendale,Greendale High,2019-20,96.0,0.1043,
enrollment,Disability Status,SwoD,Greendale,Greendale High,2019-20,824.0,0.8957,
enrollment,Disability Status,SwD,Greendale,Greendale High,2020-21,98.0,0.1037,
enrollment,Disability Status,SwoD,Greendale,Greendale High,2020-21,847.0,0.8963,
enrollment,Disability Status,SwD,Greendale,Greendale High,2021-22,99.0,0.1044,
enrollment,Disability Status,SwoD,Greendale,Greendale High,2021-22,849.0,0.8956,
enrollment,Disability Status,SwD,Greendale,Greendale High,2022-23,107.0,0.1148,
enrollment,Disability Status,SwoD,Greendale,Greendale High,2022-23,825.0,0.8852,
enrollment,Disability Status,SwD,Greendale,Greendale High,2023-24,106.0,0.1166,
enrollment,Disability Status,SwoD,Greendale,Greendale High,2023-24,803.0,0.8834,
enrollment,Disability Status,SwD,Greendale,Greendale High,2024-25,94.0,0.1066,
enrollment,Disability Status,SwoD,Greendale,Greendale High,2024-25,788.0,0.8934,
enrollment,Disability Status,SwD,Greendale,Greendale Middle,2018-19,65.0,0.1016,
enrollment,Disability Status,SwoD,Greendale,Greendale Middle,2018-19,575.0,0.8984,
enrollment,Disability Status,SwD,Greendale,Greendale Middle,2019-20,70.0,0.1069,
enrollment,Disability Status,SwoD,Greendale,Greendale Middle,2019-20,585.0,0.8931,
enrollment,Disability Status,SwD,Greendale,Greendale Middle,2020-21,77.0,0.1211,
enrollment,Disability Status,SwoD,Greendale,Greendale Middle,2020-21,559.0,0.8789,
enrollment,Disability Status,SwD,Greendale,Greendale Middle,2021-22,76.0,0.1234,
enrollment,Disability Status,SwoD,Greendale,Greendale Middle,2021-22,540.0,0.8766,
enrollment,Disability Status,SwD,Greendale,Greendale Middle,2022-23,75.0,0.1208,
enrollment,Disability Status,SwoD,Greendale,Greendale Middle,2022-23,546.0,0.8792,
enrollment,Disability Status,SwD,Greendale,Greendale Middle,2023-24,70.0,0.1142,
enrollment,Disability Status,SwoD,Greendale,Greendale Middle,2023-24,543.0,0.8858,
enrollment,Disability Status,SwD,Greendale,Greendale Middle,2024-25,67.0,0.1086,
enrollment,Disability Status,SwoD,Greendale,Greendale Middle,2024-25,550.0,0.8914,
enrollment,Disability Status,SwD,Greendale,Highland View Elementary,2018-19,69.0,0.17,
enrollment,Disability Status,SwoD,Greendale,Highland View Elementary,2018-19,337.0,0.83,
enrollment,Disability Status,SwD,Greendale,Highland View Elementary,2019-20,87.0,0.2062,
enrollment,Disability Status,SwoD,Greendale,Highland View Elementary,2019-20,335.0,0.7938,
enrollment,Disability Status,SwD,Greendale,Highland View Elementary,2020-21,63.0,0.1667,
enrollment,Disability Status,SwoD,Greendale,Highland View Elementary,2020-21,315.0,0.8333,
enrollment,Disability Status,SwD,Greendale,Highland View Elementary,2021-22,67.0,0.1777,
enrollment,Disability Status,SwoD,Greendale,Highland View Elementary,2021-22,310.0,0.8223,
enrollment,Disability Status,SwD,Greendale,Highland View Elementary,2022-23,73.0,0.1952,
enrollment,Disability Status,SwoD,Greendale,Highland View Elementary,2022-23,301.0,0.8048,
enrollment,Disability Status,SwD,Greendale,Highland View Elementary,2023-24,76.0,0.2005,
enrollment,Disability Status,SwoD,Greendale,Highland View Elementary,2023-24,303.0,0.7995,
enrollment,Disability Status,SwD,Greendale,Highland View Elementary,2024-25,63.0,0.1875,
enrollment,Disability Status,SwoD,Greendale,Highland View Elementary,2024-25,273.0,0.8125,
enrollment,Disability Status,SwD,Greendale,Time 4 Learning Charter School,2018-19,20.0,0.177,
enrollment,Disability Status,SwoD,Greendale,Time 4 Learning Charter School,2018-19,93.0,0.823,
enrollment,Disability Status,SwD,Greendale,Time 4 Learning Charter School,2019-20,18.0,0.1856,
enrollment,Disability Status,SwoD,Greendale,Time 4 Learning Charter School,2019-20,79.0,0.8144,
enrollment,Disability Status,SwD,Greendale,Time 4 Learning Charter School,2020-21,13.0,0.1688,
enrollment,Disability Status,SwoD,Greendale,Time 4 Learning Charter School,2020-21,64.0,0.8312,
enrollment,Disability Status,SwD,Greendale,Time 4 Learning Charter School,2021-22,14.0,0.1386,
enrollment,Disability Status,SwoD,Greendale,Time 4 Learning Charter School,2021-22,87.0,0.8614,
enrollment,Disability Status,SwD,Greendale,Time 4 Learning Charter School,2022-23,14.0,0.1333,
enrollment,Disability Status,SwoD,Greendale,Time 4 Learning Charter School,2022-23,91.0,0.8667,
enrollment,Disability Status,SwD,Greendale,Time 4 Learning Charter School,2023-24,15.0,0.1648,
enrollment,Disability Status,SwoD,Greendale,Time 4 Learning Charter School,2023-24,76.0,0.8352,
enrollment,Disability Status,SwD,Greendale,Time 4 Learning Charter School,2024-25,20.0,0.2273,
enrollment,Disability Status,SwoD,Greendale,Time 4 Learning Charter School,2024-25,68.0,0.7727,
enrollment,Disability Status,SwD,Greenfield,Edgewood Elementary,2018-19,39.0,0.1171,
enrollment,Disability Status,SwoD,Greenfield,Edgewood Elementary,2018-19,294.0,0.8829,
enrollment,Disability Status,SwD,Greenfield,Edgewood Elementary,2019-20,41.0,0.1224,
enrollment,Disability Status,SwoD,Greenfield,Edgewood Elementary,2019-20,294.0,0.8776,
enrollment,Disability Status,SwD,Greenfield,Edgewood Elementary,2020-21,42.0,0.1325,
enrollment,Disability Status,SwoD,Greenfield,Edgewood Elementary,2020-21,275.0,0.8675,
enrollment,Disability Status,SwD,Greenfield,Edgewood Elementary,2021-22,47.0,0.1638,
enrollment,Disability Status,SwoD,Greenfield,Edgewood Elementary,2021-22,240.0,0.8362,
enrollment,Disability Status,SwD,Greenfield,Edgewood Elementary,2022-23,53.0,0.1688,
enrollment,Disability Status,SwoD,Greenfield,Edgewood Elementary,2022-23,261.0,0.8312,
enrollment,Disability Status,SwD,Greenfield,Edgewood Elementary,2023-24,49.0,0.1526,
enrollment,Disability Status,SwoD,Greenfield,Edgewood Elementary,2023-24,272.0,0.8474,
enrollment,Disability Status,SwD,Greenfield,Edgewood Elementary,2024-25,48.0,0.1477,
enrollment,Disability Status,SwoD,Greenfield,Edgewood Elementary,2024-25,277.0,0.8523,
enrollment,Disability Status,SwD,Greenfield,Elm Dale Elementary,2018-19,42.0,0.0847,
enrollment,Disability Status,SwoD,Greenfield,Elm Dale Elementary,2018-19,454.0,0.9153,
enrollment,Disability Status,SwD,Greenfield,Elm Dale Elementary,2019-20,44.0,0.0915,
enrollment,Disability Status,SwoD,Greenfield,Elm Dale Elementary,2019-20,437.0,0.9085,
enrollment,Disability Status,SwD,Greenfield,Elm Dale Elementary,2020-21,60.0,0.131,
enrollment,Disability Status,SwoD,Greenfield,Elm Dale Elementary,2020-21,398.0,0.869,
enrollment,Disability Status,SwD,Greenfield,Elm Dale Elementary,2021-22,65.0,0.138,
enrollment,Disability Status,SwoD,Greenfield,Elm Dale Elementary,2021-22,406.0,0.862,
enrollment,Disability Status,SwD,Greenfield,Elm Dale Elementary,2022-23,64.0,0.1322,
enrollment,Disability Status,SwoD,Greenfield,Elm Dale Elementary,2022-23,420.0,0.8678,
enrollment,Disability Status,SwD,Greenfield,Elm Dale Elementary,2023-24,68.0,0.1462,
enrollment,Disability Status,SwoD,Greenfield,Elm Dale Elementary,2023-24,397.0,0.8538,
enrollment,Disability Status,SwD,Greenfield,Elm Dale Elementary,2024-25,69.0,0.1447,
enrollment,Disability Status,SwoD,Greenfield,Elm Dale Elementary,2024-25,408.0,0.8553,
enrollment,Disability Status,SwD,Greenfield,Glenwood Elementary,2018-19,51.0,0.147,
enrollment,Disability Status,SwoD,Greenfield,Glenwood Elementary,2018-19,296.0,0.853,
enrollment,Disability Status,SwD,Greenfield,Glenwood Elementary,2019-20,51.0,0.1457,
enrollment,Disability Status,SwoD,Greenfield,Glenwood Elementary,2019-20,299.0,0.8543,
