metric,category,unit,district,school,group,year,value,yoy_change,pct_change,status_flag,enrollment
discipline,expulsion,count,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2022-23,0.0,0.0,,Zero expulsions reported,486.0
discipline,expulsion,count,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2023-24,0.0,0.0,,Zero expulsions reported,488.0
discipline,expulsion,count,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2024-25,0.0,0.0,,Zero expulsions reported,483.0
discipline,all,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2018-19,0.8,,,Small count (<10 removals) — rate imprecise,503.0
discipline,all,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2019-20,0.0,-0.8,-100.0,Zero suspensions/expulsions reported,496.0
discipline,all,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2020-21,0.0,0.0,,Zero suspensions/expulsions reported,465.0
discipline,all,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2021-22,0.65,0.65,,Small count (<10 removals) — rate imprecise,462.0
discipline,all,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2022-23,0.21,-0.44000000000000006,-67.6923076923077,Small count (<10 removals) — rate imprecise,476.0
discipline,all,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2023-24,0.42,0.21,100.0,Small count (<10 removals) — rate imprecise,475.0
discipline,all,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2024-25,4.9,4.48,1066.6666666666667,,490.0
discipline,suspension,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2018-19,0.8,,,Small count (<10 removals) — rate imprecise,503.0
discipline,suspension,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2019-20,0.0,-0.8,-100.0,Zero out-of-school suspensions reported,496.0
discipline,suspension,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2020-21,0.0,0.0,,Zero out-of-school suspensions reported,465.0
discipline,suspension,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2021-22,0.65,0.65,,Small count (<10 removals) — rate imprecise,462.0
discipline,suspension,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2022-23,0.21,-0.44000000000000006,-67.6923076923077,Small count (<10 removals) — rate imprecise,476.0
discipline,suspension,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2023-24,0.42,0.21,100.0,Small count (<10 removals) — rate imprecise,475.0
discipline,suspension,rate,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2024-25,4.9,4.48,1066.6666666666667,,490.0
discipline,expulsion,count,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,503.0
discipline,expulsion,count,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,496.0
discipline,expulsion,count,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,465.0
discipline,expulsion,count,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,462.0
discipline,expulsion,count,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,476.0
discipline,expulsion,count,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,475.0
discipline,expulsion,count,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,490.0
discipline,all,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2018-19,0.53,,,Small count (<10 removals) — rate imprecise,379.0
discipline,all,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2019-20,1.6,1.07,201.8867924528302,Small count (<10 removals) — rate imprecise,375.0
discipline,all,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2020-21,0.0,-1.6,-100.0,Zero suspensions/expulsions reported,374.0
discipline,all,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2021-22,0.55,0.55,,Small count (<10 removals) — rate imprecise,366.0
discipline,all,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2022-23,7.08,6.53,1187.272727272727,,367.0
discipline,all,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2023-24,8.14,1.0600000000000005,14.971751412429391,,344.0
discipline,all,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2024-25,5.14,-3.000000000000001,-36.85503685503686,,350.0
discipline,suspension,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2018-19,0.53,,,Small count (<10 removals) — rate imprecise,379.0
discipline,suspension,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2019-20,1.6,1.07,201.8867924528302,Small count (<10 removals) — rate imprecise,375.0
discipline,suspension,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2020-21,0.0,-1.6,-100.0,Zero out-of-school suspensions reported,374.0
discipline,suspension,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2021-22,0.55,0.55,,Small count (<10 removals) — rate imprecise,366.0
discipline,suspension,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2022-23,7.08,6.53,1187.272727272727,,367.0
discipline,suspension,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2023-24,8.14,1.0600000000000005,14.971751412429391,,344.0
discipline,suspension,rate,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2024-25,5.14,-3.000000000000001,-36.85503685503686,,350.0
discipline,expulsion,count,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,379.0
discipline,expulsion,count,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,375.0
discipline,expulsion,count,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,374.0
discipline,expulsion,count,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,366.0
discipline,expulsion,count,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,367.0
discipline,expulsion,count,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,344.0
discipline,expulsion,count,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,350.0
discipline,all,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2018-19,1.83,,,Small count (<10 removals) — rate imprecise,273.0
discipline,all,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2019-20,0.0,-1.83,-100.0,Zero suspensions/expulsions reported,272.0
discipline,all,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2020-21,0.0,0.0,,Zero suspensions/expulsions reported,256.0
discipline,all,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2021-22,1.51,1.51,,Small count (<10 removals) — rate imprecise,265.0
discipline,all,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2022-23,3.02,1.51,100.0,Small count (<10 removals) — rate imprecise,265.0
discipline,all,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2023-24,5.86,2.8400000000000003,94.03973509933776,,273.0
discipline,all,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2024-25,5.13,-0.7300000000000004,-12.457337883959053,,273.0
discipline,suspension,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2018-19,1.83,,,Small count (<10 removals) — rate imprecise,273.0
discipline,suspension,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2019-20,0.0,-1.83,-100.0,Zero out-of-school suspensions reported,272.0
discipline,suspension,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2020-21,0.0,0.0,,Zero out-of-school suspensions reported,256.0
discipline,suspension,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2021-22,1.51,1.51,,Small count (<10 removals) — rate imprecise,265.0
discipline,suspension,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2022-23,3.02,1.51,100.0,Small count (<10 removals) — rate imprecise,265.0
discipline,suspension,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2023-24,5.86,2.8400000000000003,94.03973509933776,,273.0
discipline,suspension,rate,Greendale,College Park Elementary,College Park Elementary — All Students,2024-25,5.13,-0.7300000000000004,-12.457337883959053,,273.0
discipline,expulsion,count,Greendale,College Park Elementary,College Park Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,273.0
discipline,expulsion,count,Greendale,College Park Elementary,College Park Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,272.0
discipline,expulsion,count,Greendale,College Park Elementary,College Park Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,256.0
discipline,expulsion,count,Greendale,College Park Elementary,College Park Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,265.0
discipline,expulsion,count,Greendale,College Park Elementary,College Park Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,265.0
discipline,expulsion,count,Greendale,College Park Elementary,College Park Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,273.0
discipline,expulsion,count,Greendale,College Park Elementary,College Park Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,273.0
discipline,all,rate,Greendale,Greendale High,Greendale High — All Students,2018-19,5.3,,,,887.0
discipline,all,rate,Greendale,Greendale High,Greendale High — All Students,2019-20,3.7,-1.5999999999999996,-30.188679245283012,,920.0
discipline,all,rate,Greendale,Greendale High,Greendale High — All Students,2020-21,1.27,-2.43,-65.67567567567568,,945.0
discipline,all,rate,Greendale,Greendale High,Greendale High — All Students,2021-22,3.69,2.42,190.55118110236216,,948.0
discipline,all,rate,Greendale,Greendale High,Greendale High — All Students,2022-23,5.79,2.1,56.91056910569105,,932.0
discipline,all,rate,Greendale,Greendale High,Greendale High — All Students,2023-24,1.65,-4.140000000000001,-71.50259067357514,,909.0
discipline,all,rate,Greendale,Greendale High,Greendale High — All Students,2024-25,4.31,2.6599999999999997,161.2121212121212,,882.0
discipline,suspension,rate,Greendale,Greendale High,Greendale High — All Students,2018-19,5.3,,,,887.0
discipline,suspension,rate,Greendale,Greendale High,Greendale High — All Students,2019-20,3.7,-1.5999999999999996,-30.188679245283012,,920.0
discipline,suspension,rate,Greendale,Greendale High,Greendale High — All Students,2020-21,1.27,-2.43,-65.67567567567568,,945.0
discipline,suspension,rate,Greendale,Greendale High,Greendale High — All Students,2021-22,3.69,2.42,190.55118110236216,,948.0
discipline,suspension,rate,Greendale,Greendale High,Greendale High — All Students,2022-23,5.79,2.1,56.91056910569105,,932.0
discipline,suspension,rate,Greendale,Greendale High,Greendale High — All Students,2023-24,1.65,-4.140000000000001,-71.50259067357514,,909.0
discipline,suspension,rate,Greendale,Greendale High,Greendale High — All Students,2024-25,4.31,2.6599999999999997,161.2121212121212,,882.0
discipline,expulsion,count,Greendale,Greendale High,Greendale High — All Students,2018-19,0.0,,,Zero expulsions reported,887.0
discipline,expulsion,count,Greendale,Greendale High,Greendale High — All Students,2019-20,0.0,0.0,,Zero expulsions reported,920.0
discipline,expulsion,count,Greendale,Greendale High,Greendale High — All Students,2020-21,0.0,0.0,,Zero expulsions reported,945.0
discipline,expulsion,count,Greendale,Greendale High,Greendale High — All Students,2021-22,0.0,0.0,,Zero expulsions reported,948.0
discipline,expulsion,count,Greendale,Greendale High,Greendale High — All Students,2022-23,0.0,0.0,,Zero expulsions reported,932.0
discipline,expulsion,count,Greendale,Greendale High,Greendale High — All Students,2023-24,0.0,0.0,,Zero expulsions reported,909.0
discipline,expulsion,count,Greendale,Greendale High,Greendale High — All Students,2024-25,0.0,0.0,,Zero expulsions reported,882.0
discipline,all,rate,Greendale,Greendale Middle,Greendale Middle — All Students,2018-19,4.69,,,,640.0
discipline,all,rate,Greendale,Greendale Middle,Greendale Middle — All Students,2019-20,3.36,-1.3300000000000005,-28.358208955223883,,655.0
discipline,all,rate,Greendale,Greendale Middle,Greendale Middle — All Students,2020-21,1.42,-1.94,-57.738095238095234,Small count (<10 removals) — rate imprecise,636.0
discipline,all,rate,Greendale,Greendale Middle,Greendale Middle — All Students,2021-22,3.41,1.9900000000000002,140.14084507042256,,616.0
discipline,all,rate,Greendale,Greendale Middle,Greendale Middle — All Students,2022-23,5.15,1.7400000000000002,51.02639296187683,,621.0
discipline,all,rate,Greendale,Greendale Middle,Greendale Middle — All Students,2023-24,4.4,-0.75,-14.563106796116498,,613.0
discipline,all,rate,Greendale,Greendale Middle,Greendale Middle — All Students,2024-25,7.29,2.8899999999999997,65.68181818181817,,617.0
