dimension,district,school,year,focus_group,focus_rate,reference_group,reference_rate,focus_reference_ratio,highest_group,highest_rate,lowest_group,lowest_rate,high_low_ratio
Disability Status,Whitefish Bay,Cumberland Elementary,2024-25,SwD,9.6,SwoD,0.4,24.0,SwD,9.6,SwoD,0.4,24.0
Disability Status,Franklin Public,Ben Franklin Elementary,2024-25,SwD,21.9,SwoD,3.7,5.92,SwD,21.9,SwoD,3.7,5.92
Disability Status,Oak Creek-Franklin Joint,Edgewood Elementary,2024-25,SwD,21.2,SwoD,3.9,5.44,SwD,21.2,SwoD,3.9,5.44
Disability Status,Whitefish Bay,Whitefish Bay High,2024-25,SwD,11.2,SwoD,2.3,4.87,SwD,11.2,SwoD,2.3,4.87
Disability Status,Whitefish Bay,Whitefish Bay Middle,2024-25,SwD,10.4,SwoD,2.2,4.73,SwD,10.4,SwoD,2.2,4.73
Disability Status,Oak Creek-Franklin Joint,Meadowview Elementary,2024-25,SwD,25.6,SwoD,5.9,4.34,SwD,25.6,SwoD,5.9,4.34
Disability Status,Wauwatosa,McKinley Elementary,2024-25,SwD,14.7,SwoD,3.4,4.32,SwD,14.7,SwoD,3.4,4.32
Disability Status,Franklin Public,Robinwood Elementary,2024-25,SwD,21.6,SwoD,5.1,4.24,SwD,21.6,SwoD,5.1,4.24
Disability Status,Maple Dale-Indian Hill,Maple Dale School,2024-25,SwD,15.2,SwoD,3.7,4.11,SwD,15.2,SwoD,3.7,4.11
Disability Status,Wauwatosa,Lincoln Elementary,2024-25,SwD,8.2,SwoD,2.0,4.1,SwD,8.2,SwoD,2.0,4.1
Disability Status,Fox Point J2,Bayside Middle,2024-25,SwD,13.6,SwoD,3.4,4.0,SwD,13.6,SwoD,3.4,4.0
Disability Status,Oak Creek-Franklin Joint,Deerfield Elementary,2024-25,SwD,15.7,SwoD,4.2,3.74,SwD,15.7,SwoD,4.2,3.74
Disability Status,Franklin Public,Southwood Glen Elementary,2024-25,SwD,16.0,SwoD,4.4,3.64,SwD,16.0,SwoD,4.4,3.64
Disability Status,Franklin Public,Forest Park Middle,2024-25,SwD,25.6,SwoD,7.3,3.51,SwD,25.6,SwoD,7.3,3.51
Disability Status,Greendale,College Park Elementary,2024-25,SwD,6.1,SwoD,1.8,3.39,SwD,6.1,SwoD,1.8,3.39
Disability Status,Shorewood,Shorewood Intermediate,2024-25,SwD,14.3,SwoD,4.3,3.33,SwD,14.3,SwoD,4.3,3.33
Disability Status,Milwaukee,Fernwood Montessori,2024-25,SwD,21.6,SwoD,6.7,3.22,SwD,21.6,SwoD,6.7,3.22
Disability Status,Wauwatosa,Wilson Elementary,2024-25,SwD,16.3,SwoD,5.1,3.2,SwD,16.3,SwoD,5.1,3.2
Disability Status,Downtown Montessori Academy,Downtown Montessori,2024-25,SwD,18.5,SwoD,6.4,2.89,SwD,18.5,SwoD,6.4,2.89
Disability Status,Oak Creek-Franklin Joint,Oak Creek East Middle,2024-25,SwD,27.7,SwoD,9.6,2.89,SwD,27.7,SwoD,9.6,2.89
Disability Status,Milwaukee,Bay View Montessori School,2024-25,SwD,7.0,SwoD,2.5,2.8,SwD,7.0,SwoD,2.5,2.8
Disability Status,Cudahy,Jones Elementary,2024-25,SwD,29.0,SwoD,10.5,2.76,SwD,29.0,SwoD,10.5,2.76
Disability Status,Shorewood,Lake Bluff Elementary,2024-25,SwD,10.9,SwoD,4.0,2.73,SwD,10.9,SwoD,4.0,2.73
Disability Status,Saint Francis,Willow Glen Primary School,2024-25,SwD,40.5,SwoD,15.0,2.7,SwD,40.5,SwoD,15.0,2.7
Disability Status,Wauwatosa,Roosevelt Elementary,2024-25,SwD,21.9,SwoD,8.3,2.64,SwD,21.9,SwoD,8.3,2.64
Disability Status,Milwaukee,Highland Community School,2024-25,SwD,28.4,SwoD,10.8,2.63,SwD,28.4,SwoD,10.8,2.63
Disability Status,Franklin Public,Pleasant View Elementary,2024-25,SwD,20.9,SwoD,8.0,2.61,SwD,20.9,SwoD,8.0,2.61
Disability Status,Milwaukee,Whittier Elementary,2024-25,SwD,18.5,SwoD,7.2,2.57,SwD,18.5,SwoD,7.2,2.57
Disability Status,Wauwatosa,Eisenhower Elementary,2024-25,SwD,29.5,SwoD,11.9,2.48,SwD,29.5,SwoD,11.9,2.48
Disability Status,West Allis-West Milwaukee,Franklin Elementary,2024-25,SwD,17.8,SwoD,7.6,2.34,SwD,17.8,SwoD,7.6,2.34
Disability Status,Wauwatosa,East High,2024-25,SwD,36.7,SwoD,15.9,2.31,SwD,36.7,SwoD,15.9,2.31
Disability Status,Wauwatosa,Whitman Middle,2024-25,SwD,27.8,SwoD,12.1,2.3,SwD,27.8,SwoD,12.1,2.3
Disability Status,Whitnall,Edgerton Elementary,2024-25,SwD,5.9,SwoD,2.6,2.27,SwD,5.9,SwoD,2.6,2.27
Disability Status,Oak Creek-Franklin Joint,Cedar Hills Elementary,2024-25,SwD,14.3,SwoD,6.4,2.23,SwD,14.3,SwoD,6.4,2.23
Disability Status,Whitnall,Whitnall High,2024-25,SwD,24.8,SwoD,11.3,2.19,SwD,24.8,SwoD,11.3,2.19
Disability Status,Franklin Public,Franklin High,2024-25,SwD,13.9,SwoD,6.4,2.17,SwD,13.9,SwoD,6.4,2.17
Disability Status,Glendale-River Hills,Parkway Elementary,2024-25,SwD,13.2,SwoD,6.2,2.13,SwD,13.2,SwoD,6.2,2.13
Disability Status,Oak Creek-Franklin Joint,Forest Ridge Elementary,2024-25,SwD,31.6,SwoD,15.2,2.08,SwD,31.6,SwoD,15.2,2.08
Disability Status,Whitnall,Whitnall Middle,2024-25,SwD,16.4,SwoD,7.9,2.08,SwD,16.4,SwoD,7.9,2.08
Disability Status,Milwaukee,Reagan College Preparatory High,2024-25,SwD,35.1,SwoD,17.4,2.02,SwD,35.1,SwoD,17.4,2.02
Disability Status,Milwaukee,Maryland Montessori,2024-25,SwD,8.6,SwoD,4.3,2.0,SwD,8.6,SwoD,4.3,2.0
Disability Status,Milwaukee,Fairview Elementary,2024-25,SwD,37.3,SwoD,18.7,1.99,SwD,37.3,SwoD,18.7,1.99
Disability Status,Wauwatosa,Longfellow Middle,2024-25,SwD,15.0,SwoD,7.7,1.95,SwD,15.0,SwoD,7.7,1.95
Disability Status,Oak Creek-Franklin Joint,Oak Creek High,2024-25,SwD,37.0,SwoD,19.1,1.94,SwD,37.0,SwoD,19.1,1.94
Disability Status,Milwaukee,Milwaukee French Immersion,2024-25,SwD,30.2,SwoD,16.0,1.89,SwD,30.2,SwoD,16.0,1.89
Disability Status,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,2024-25,SwD,8.1,SwoD,4.3,1.88,SwD,8.1,SwoD,4.3,1.88
Disability Status,Greenfield,Elm Dale Elementary,2024-25,SwD,13.0,SwoD,7.0,1.86,SwD,13.0,SwoD,7.0,1.86
Disability Status,Milwaukee,Trowbridge Street School of Great Lakes Studies,2024-25,SwD,53.8,SwoD,29.3,1.84,SwD,53.8,SwoD,29.3,1.84
Disability Status,Nicolet Union High School,Nicolet High,2024-25,SwD,4.7,SwoD,2.6,1.81,SwD,4.7,SwoD,2.6,1.81
Disability Status,Greendale,Greendale Middle,2024-25,SwD,7.2,SwoD,4.0,1.8,SwD,7.2,SwoD,4.0,1.8
Disability Status,Greenfield,Glenwood Elementary,2024-25,SwD,12.5,SwoD,7.0,1.79,SwD,12.5,SwoD,7.0,1.79
Disability Status,Milwaukee,Gaenslen Elementary,2024-25,SwD,44.3,SwoD,24.7,1.79,SwD,44.3,SwoD,24.7,1.79
Disability Status,Milwaukee,Academy of Accelerated Learning,2024-25,SwD,22.9,SwoD,12.9,1.78,SwD,22.9,SwoD,12.9,1.78
Disability Status,Milwaukee,Golda Meir School,2024-25,SwD,25.4,SwoD,14.3,1.78,SwD,25.4,SwoD,14.3,1.78
Disability Status,United Community Center,Bruce Guadalupe,2024-25,SwD,26.3,SwoD,14.8,1.78,SwD,26.3,SwoD,14.8,1.78
Disability Status,Wauwatosa,West High,2024-25,SwD,36.2,SwoD,20.4,1.77,SwD,36.2,SwoD,20.4,1.77
Disability Status,Greenfield,Maple Grove Elementary,2024-25,SwD,10.4,SwoD,5.9,1.76,SwD,10.4,SwoD,5.9,1.76
Disability Status,Greenfield,Greenfield Middle,2024-25,SwD,19.6,SwoD,11.2,1.75,SwD,19.6,SwoD,11.2,1.75
Disability Status,Darrell L. Hines Academy,Darrell Lynn Hines Academy,2024-25,SwD,56.0,SwoD,32.1,1.74,SwD,56.0,SwoD,32.1,1.74
Disability Status,Milwaukee,Milwaukee Spanish Immersion,2024-25,SwD,31.5,SwoD,18.3,1.72,SwD,31.5,SwoD,18.3,1.72
Disability Status,Milwaukee,Vieau Elementary,2024-25,SwD,46.9,SwoD,27.5,1.71,SwD,46.9,SwoD,27.5,1.71
Disability Status,Wauwatosa,Underwood Elementary,2024-25,SwD,21.1,SwoD,12.5,1.69,SwD,21.1,SwoD,12.5,1.69
Disability Status,Cudahy,Mitchell Elementary,2024-25,SwD,32.0,SwoD,19.0,1.68,SwD,32.0,SwoD,19.0,1.68
Disability Status,Fox Point J2,Stormonth Elementary,2024-25,SwD,7.0,SwoD,4.2,1.67,SwD,7.0,SwoD,4.2,1.67
Disability Status,Milwaukee,Kagel Elementary,2024-25,SwD,51.0,SwoD,30.6,1.67,SwD,51.0,SwoD,30.6,1.67
Disability Status,Shorewood,Atwater Elementary,2024-25,SwD,5.6,SwoD,3.4,1.65,SwD,5.6,SwoD,3.4,1.65
Disability Status,Greendale,Greendale High,2024-25,SwD,20.2,SwoD,12.4,1.63,SwD,20.2,SwoD,12.4,1.63
Disability Status,South Milwaukee,Rawson Elementary,2024-25,SwD,40.4,SwoD,24.8,1.63,SwD,40.4,SwoD,24.8,1.63
Disability Status,Milwaukee,Burdick Elementary,2024-25,SwD,33.0,SwoD,20.7,1.59,SwD,33.0,SwoD,20.7,1.59
Disability Status,Oak Creek-Franklin Joint,Carollton Elementary,2024-25,SwD,10.0,SwoD,6.3,1.59,SwD,10.0,SwoD,6.3,1.59
Disability Status,Milwaukee,Craig Montessori School,2024-25,SwD,19.2,SwoD,12.3,1.56,SwD,19.2,SwoD,12.3,1.56
Disability Status,Milwaukee,U S Grant School,2024-25,SwD,50.0,SwoD,32.3,1.55,SwD,50.0,SwoD,32.3,1.55
Disability Status,Milwaukee,Goodrich Elementary,2024-25,SwD,29.2,SwoD,19.0,1.54,SwD,29.2,SwoD,19.0,1.54
Disability Status,South Milwaukee,Lakeview Elementary,2024-25,SwD,21.7,SwoD,14.1,1.54,SwD,21.7,SwoD,14.1,1.54
Disability Status,West Allis-West Milwaukee,Walker Elementary,2024-25,SwD,18.3,SwoD,12.2,1.5,SwD,18.3,SwoD,12.2,1.5
Disability Status,Central City Cyberschool of Milwaukee,Central City Cyberschool,2024-25,SwD,47.4,SwoD,31.8,1.49,SwD,47.4,SwoD,31.8,1.49
Disability Status,Milwaukee,Carmen High School of Science and Technology South Campus,2024-25,SwD,36.1,SwoD,24.3,1.49,SwD,36.1,SwoD,24.3,1.49
Disability Status,Milwaukee,Milwaukee College Preparatory School -- 38th Street,2024-25,SwD,36.1,SwoD,24.2,1.49,SwD,36.1,SwoD,24.2,1.49
Disability Status,Milwaukee,Story Elementary,2024-25,SwD,60.0,SwoD,40.3,1.49,SwD,60.0,SwoD,40.3,1.49
Disability Status,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2024-25,SwD,20.6,SwoD,13.8,1.49,SwD,20.6,SwoD,13.8,1.49
Disability Status,Greendale,Highland View Elementary,2024-25,SwD,9.3,SwoD,6.3,1.48,SwD,9.3,SwoD,6.3,1.48
Disability Status,Milwaukee,Milwaukee School of Languages,2024-25,SwD,51.2,SwoD,34.7,1.48,SwD,51.2,SwoD,34.7,1.48
Disability Status,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,2024-25,SwD,30.4,SwoD,20.7,1.47,SwD,30.4,SwoD,20.7,1.47
Disability Status,South Milwaukee,South Milwaukee Middle,2024-25,SwD,33.3,SwoD,22.7,1.47,SwD,33.3,SwoD,22.7,1.47
Disability Status,Whitnall,Hales Corners Elementary,2024-25,SwD,2.8,SwoD,1.9,1.47,SwD,2.8,SwoD,1.9,1.47
Disability Status,Milwaukee,Forest Home Elementary,2024-25,SwD,39.8,SwoD,27.7,1.44,SwD,39.8,SwoD,27.7,1.44
Disability Status,Milwaukee,Milwaukee German Immersion,2024-25,SwD,10.4,SwoD,7.2,1.44,SwD,10.4,SwoD,7.2,1.44
Disability Status,Milwaukee,Riley Dual Language Montessori School,2024-25,SwD,22.5,SwoD,15.6,1.44,SwD,22.5,SwoD,15.6,1.44
Disability Status,Rocketship Education Wisconsin,Rocketship Transformation Prep,2024-25,SwD,54.2,SwoD,38.2,1.42,SwD,54.2,SwoD,38.2,1.42
Disability Status,Saint Francis,Saint Francis High,2024-25,SwD,30.8,SwoD,21.7,1.42,SwD,30.8,SwoD,21.7,1.42
Disability Status,Milwaukee,Humboldt Park Elementary,2024-25,SwD,42.5,SwoD,30.1,1.41,SwD,42.5,SwoD,30.1,1.41
Disability Status,Milwaukee,River Trail School of Agricultural Science,2024-25,SwD,36.8,SwoD,26.1,1.41,SwD,36.8,SwoD,26.1,1.41
Disability Status,Milwaukee,Wedgewood Park School,2024-25,SwD,65.4,SwoD,46.5,1.41,SwD,65.4,SwoD,46.5,1.41
Disability Status,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2024-25,SwD,50.4,SwoD,35.8,1.41,SwD,50.4,SwoD,35.8,1.41
Disability Status,Milwaukee,Hampton Elementary,2024-25,SwD,73.6,SwoD,52.7,1.4,SwD,73.6,SwoD,52.7,1.4
Disability Status,Milwaukee,Manitoba Elementary,2024-25,SwD,54.0,SwoD,38.7,1.4,SwD,54.0,SwoD,38.7,1.4
Disability Status,Milwaukee,Whitman Elementary,2024-25,SwD,46.6,SwoD,33.2,1.4,SwD,46.6,SwoD,33.2,1.4
Disability Status,Milwaukee,Fifty-Third Street Elementary,2024-25,SwD,73.1,SwoD,52.7,1.39,SwD,73.1,SwoD,52.7,1.39
Disability Status,Milwaukee,Honey Creek Elementary,2024-25,SwD,28.4,SwoD,20.5,1.39,SwD,28.4,SwoD,20.5,1.39
Disability Status,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,2024-25,SwD,33.3,SwoD,24.0,1.39,SwD,33.3,SwoD,24.0,1.39
Disability Status,Milwaukee,Morgandale Elementary,2024-25,SwD,45.6,SwoD,33.0,1.38,SwD,45.6,SwoD,33.0,1.38
Disability Status,Brown Deer,Brown Deer Elementary,2024-25,SwD,29.0,SwoD,21.1,1.37,SwD,29.0,SwoD,21.1,1.37
Disability Status,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2024-25,SwD,65.8,SwoD,48.0,1.37,SwD,65.8,SwoD,48.0,1.37
Disability Status,South Milwaukee,South Milwaukee High,2024-25,SwD,51.2,SwoD,37.4,1.37,SwD,51.2,SwoD,37.4,1.37
Disability Status,Wauwatosa,Jefferson Elementary,2024-25,SwD,7.4,SwoD,5.4,1.37,SwD,7.4,SwoD,5.4,1.37
Disability Status,Milwaukee,Lowell International Elementary,2024-25,SwD,35.0,SwoD,25.7,1.36,SwD,35.0,SwoD,25.7,1.36
Disability Status,Milwaukee,Parkview Elementary,2024-25,SwD,47.4,SwoD,34.9,1.36,SwD,47.4,SwoD,34.9,1.36
Disability Status,Milwaukee,Rogers Street Academy,2024-25,SwD,48.3,SwoD,35.7,1.35,SwD,48.3,SwoD,35.7,1.35
Disability Status,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2024-25,SwD,59.9,SwoD,44.4,1.35,SwD,59.9,SwoD,44.4,1.35
Disability Status,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2024-25,SwD,37.0,SwoD,27.7,1.34,SwD,37.0,SwoD,27.7,1.34
Disability Status,West Allis-West Milwaukee,Nathan Hale High,2024-25,SwD,24.1,SwoD,18.0,1.34,SwD,24.1,SwoD,18.0,1.34
Disability Status,Greenfield,Greenfield High,2024-25,SwD,26.0,SwoD,19.6,1.33,SwD,26.0,SwoD,19.6,1.33
Disability Status,Milwaukee,Keefe Avenue Elementary,2024-25,SwD,66.7,SwoD,50.0,1.33,SwD,66.7,SwoD,50.0,1.33
Disability Status,Greendale,Canterbury Elementary,2024-25,SwD,2.9,SwoD,2.2,1.32,SwD,2.9,SwoD,2.2,1.32
Disability Status,Milwaukee,Emerson Elementary,2024-25,SwD,67.7,SwoD,51.3,1.32,SwD,67.7,SwoD,51.3,1.32
Disability Status,Milwaukee,Hayes Bilingual School,2024-25,SwD,41.5,SwoD,31.5,1.32,SwD,41.5,SwoD,31.5,1.32
Disability Status,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,2024-25,SwD,32.0,SwoD,24.5,1.31,SwD,32.0,SwoD,24.5,1.31
Disability Status,Cudahy,Cudahy High,2024-25,SwD,41.2,SwoD,31.6,1.3,SwD,41.2,SwoD,31.6,1.3
Disability Status,Milwaukee,Fratney Elementary,2024-25,SwD,49.0,SwoD,37.8,1.3,SwD,49.0,SwoD,37.8,1.3
Disability Status,Milwaukee,MacDowell Montessori School K3-12,2024-25,SwD,30.1,SwoD,23.1,1.3,SwD,30.1,SwoD,23.1,1.3
Disability Status,Milwaukee,Milwaukee Parkside School,2024-25,SwD,29.1,SwoD,22.3,1.3,SwD,29.1,SwoD,22.3,1.3
Disability Status,Milwaukee,Barton Elementary,2024-25,SwD,66.2,SwoD,51.5,1.29,SwD,66.2,SwoD,51.5,1.29
Disability Status,Milwaukee,King International,2024-25,SwD,47.5,SwoD,36.7,1.29,SwD,47.5,SwoD,36.7,1.29
Disability Status,Cudahy,Kosciuszko Elementary,2024-25,SwD,41.2,SwoD,32.3,1.28,SwD,41.2,SwoD,32.3,1.28
Disability Status,Carmen High School of Science and Technology,Carmen Middle School South,2024-25,SwD,48.8,SwoD,38.4,1.27,SwD,48.8,SwoD,38.4,1.27
Disability Status,Oak Creek-Franklin Joint,Oak Creek West Middle,2024-25,SwD,17.7,SwoD,13.9,1.27,SwD,17.7,SwoD,13.9,1.27
Disability Status,Wauwatosa,Washington Elementary,2024-25,SwD,7.1,SwoD,5.6,1.27,SwD,7.1,SwoD,5.6,1.27
Disability Status,Milwaukee,Garland Elementary,2024-25,SwD,27.8,SwoD,22.1,1.26,SwD,27.8,SwoD,22.1,1.26
Disability Status,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2024-25,SwD,21.4,SwoD,17.1,1.25,SwD,21.4,SwoD,17.1,1.25
Disability Status,Milwaukee,Greenfield Bilingual,2024-25,SwD,34.3,SwoD,27.6,1.24,SwD,34.3,SwoD,27.6,1.24
Disability Status,Brown Deer,Brown Deer Middle/High,2024-25,SwD,43.7,SwoD,35.5,1.23,SwD,43.7,SwoD,35.5,1.23
Disability Status,Greenfield,Edgewood Elementary,2024-25,SwD,8.7,SwoD,7.1,1.23,SwD,8.7,SwoD,7.1,1.23
Disability Status,Milwaukee,Townsend Street Elementary,2024-25,SwD,85.5,SwoD,69.3,1.23,SwD,85.5,SwoD,69.3,1.23
Disability Status,South Milwaukee,Blakewood Elementary,2024-25,SwD,22.2,SwoD,18.0,1.23,SwD,22.2,SwoD,18.0,1.23
Disability Status,Milwaukee,Barbee Elementary,2024-25,SwD,37.9,SwoD,31.4,1.21,SwD,37.9,SwoD,31.4,1.21
Disability Status,Milwaukee,Bryant Elementary,2024-25,SwD,62.7,SwoD,51.9,1.21,SwD,62.7,SwoD,51.9,1.21
Disability Status,Milwaukee,Thurston Woods Elementary,2024-25,SwD,72.5,SwoD,60.0,1.21,SwD,72.5,SwoD,60.0,1.21
Disability Status,Milwaukee,Kluge Elementary,2024-25,SwD,55.7,SwoD,46.4,1.2,SwD,55.7,SwoD,46.4,1.2
Disability Status,Milwaukee,Milwaukee Sign Language Elementary,2024-25,SwD,78.0,SwoD,65.2,1.2,SwD,78.0,SwoD,65.2,1.2
Disability Status,Milwaukee,Morse Mid,2024-25,SwD,63.6,SwoD,52.8,1.2,SwD,63.6,SwoD,52.8,1.2
Disability Status,Whitefish Bay,Richards Elementary,2024-25,SwD,4.2,SwoD,3.5,1.2,SwD,4.2,SwoD,3.5,1.2
Disability Status,Milwaukee,Bethune Academy,2024-25,SwD,43.2,SwoD,36.3,1.19,SwD,43.2,SwoD,36.3,1.19
Disability Status,Milwaukee,LaFollette Elementary,2024-25,SwD,69.6,SwoD,58.6,1.19,SwD,69.6,SwoD,58.6,1.19
Disability Status,Milwaukee,Ninety-Fifth Street Elementary,2024-25,SwD,39.4,SwoD,33.2,1.19,SwD,39.4,SwoD,33.2,1.19
Disability Status,Milwaukee,Zablocki Elementary,2024-25,SwD,52.7,SwoD,44.2,1.19,SwD,52.7,SwoD,44.2,1.19
Disability Status,Milwaukee,Browning Elementary,2024-25,SwD,58.5,SwoD,49.4,1.18,SwD,58.5,SwoD,49.4,1.18
Disability Status,Milwaukee,Milwaukee Academy of Chinese Language,2024-25,SwD,49.2,SwoD,41.6,1.18,SwD,49.2,SwoD,41.6,1.18
Disability Status,Milwaukee,Carson Academy,2024-25,SwD,75.4,SwoD,64.4,1.17,SwD,75.4,SwoD,64.4,1.17
Disability Status,Milwaukee,Mitchell Elementary,2024-25,SwD,61.4,SwoD,52.5,1.17,SwD,61.4,SwoD,52.5,1.17
Disability Status,Glendale-River Hills,Glen Hills Middle,2024-25,SwD,11.4,SwoD,9.9,1.15,SwD,11.4,SwoD,9.9,1.15
Disability Status,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,SwD,62.9,SwoD,55.1,1.14,SwD,62.9,SwoD,55.1,1.14
Disability Status,Milwaukee,Grantosa Drive Elementary,2024-25,SwD,68.1,SwoD,59.5,1.14,SwD,68.1,SwoD,59.5,1.14
Disability Status,Milwaukee,Lancaster Elementary,2024-25,SwD,86.0,SwoD,76.1,1.13,SwD,86.0,SwoD,76.1,1.13
Disability Status,Milwaukee,Milwaukee High School of the Arts,2024-25,SwD,59.6,SwoD,52.9,1.13,SwD,59.6,SwoD,52.9,1.13
Disability Status,Milwaukee,Allen-Field Elementary,2024-25,SwD,43.0,SwoD,38.3,1.12,SwD,43.0,SwoD,38.3,1.12
Disability Status,Cudahy,Cudahy Middle,2024-25,SwD,40.4,SwoD,36.5,1.11,SwD,40.4,SwoD,36.5,1.11
Disability Status,Milwaukee,South Division High,2024-25,SwD,67.4,SwoD,60.9,1.11,SwD,67.4,SwoD,60.9,1.11
Disability Status,Milwaukee,Roosevelt Middle,2024-25,SwD,68.1,SwoD,62.0,1.1,SwD,68.1,SwoD,62.0,1.1
